word => count, index
कक्षा =>1516
बन्यै =>1
गरिदएिर =>1
हुरलधुरल =>1
लुटेरा =>3
उपलुटेरा =>1
तिराई =>1
भूमिक =>1
निष्पन्न =>1
कतिपल्ट =>1
पल्किए =>4
ठहर्याएर =>1
अथिर्क =>1
झन्नै =>5
खन्तीखलाँस =>1
विकासनिर्माण =>1
हसुर्न =>1
हसुर्छन् =>1
स्रोतान्तर =>1
काइते =>1
शब्दजाल =>2
उराल्दै =>1
डकार्ने =>1
जनप्रतिधि =>1
रिटायर =>4
जुर्मुराए =>5
दसैँखर्च =>1
बालखिल् =>1
पदुवा =>1
हल्लीखल्ली =>3
झकास =>1
उखानपुर =>1
हुक्काँ =>1
गर्यै =>1
कूटनीति =>19
पारस्पारिक =>1
दाउपपेच =>1
अलमल्याउने =>1
ओबानु =>1
बाठो =>4
आफूअनुकूल =>2
कूटनीतिज्ञ =>22
केकस्ता =>2
पाठ्यसामग्र =>1
पाकिस्तानसँग =>1
समस्यारहित =>1
असंलग्नता =>1
पूर्वराजदूत =>4
सङ्गृहित =>2
परिवेशलालई =>1
सकक्छौँ =>1
विदेशनीति =>1
पर्नुपरे =>3
लेख्नुपर्छ =>13
आधिकारिकता =>2
व्यक्तिहरु =>2
अर्जुननरसिंह =>2
इन्द्रबहादुर =>27
खड्गजीत =>3
नयनबहादुर =>2
पुष्करमानसिंह =>1
भिक्ट्री =>2
जवरा =>2
लिलाप्रसाद =>5
सुन्दरनाथ =>2
सुशीलचन्द्र =>1
आमात्य =>1
अच्यूत =>2
घिमिरेजब =>1
ज्ञानरूपी =>1
चाख्यौ =>1
परमेश्वर =>13
द्रोणाचार्य =>1
सर्वज्ञाता =>1
छर्छौ =>1
भर्छौ =>1
सुरवाल =>1
शिष्ट =>3
फुल्छौ =>1
जुनकिरीझैँ =>1
बलिदिन्छौ =>1
तिखारी =>1
पातलै =>1
खियाई =>1
गुनी =>1
उभ्याएर =>4
पढाउँछौ =>1
वीरगाथा =>2
जोड्यौँ =>1
सार्छु =>2
देख्छन्धमिरा =>2
बनाउँछन्विभिन्न =>2
धमिराहरुगोलो =>2
पोटिला =>3
टलकदार =>2
धमिराहरुबज्रदन्ते =>2
किन्चित् =>3
कोपर्न =>2
बुत्याउन =>2
खप्पीस =>2
धमिराहरुरातारात =>2
सक्छन्टावर =>1
सक्छन्जोर्नी =>1
फुकाल्न =>3
सक्छन्धमिरा =>2
हुन्कमिला =>2
पहेँला =>11
धमिरालेसिँहासन =>3
धुल्याएअहि =>3
पछुताए =>2
छन्नीला =>2
आधाआधि =>3
देशराता =>3
गरेकाछन् =>3
पनिखाने =>3
छन्मिलेर =>3
धमिराखैरा =>2
हुन्थेती =>2
क्षुधातुर =>2
रहन्थेती =>2
स्थापत्य =>3
भसक्क =>2
पार्छन्साटसुट =>2
खान्छन्मान्छे =>4
अनागत =>2
खान्छन्मौ =>2
खान्छन्धमिरा =>2
खान्छन्पद =>2
नरहँदा =>3
थियोधमिरा =>2
खाद्यपेय =>2
आजधमिरा =>2
छन्आ =>1
गुड्छन्हवाइजहाज =>2
उड्छन्आफन्त =>2
पुग्छन्धमिरा =>1
आफन्तमैत्री =>2
देशवादी =>2
छन्आपस =>4
मिलेरै =>5
खान्छन्कमिसन =>2
घूस =>8
भूस =>3
खान्छन्संस्कृति =>2
सर्वभक्षी =>2
धमिराहरुराता =>2
धमिराहरु =>2
नीलगण =>2
लालगण =>6
छन्अन्य =>2
खाइसके =>6
चपाउँदैछन् =>2
गणतन्त्रवादी =>1
छन्धमिरा =>5
लोकतन्त्रवादी =>8
चिन्दैनन् =>3
फल्छन्धमिरा =>1
धमिरासमाज =>4
धमिराहरुसाँच्चि =>2
स्वप्नदर्शी =>4
छन्आज =>2
देख्छन्जनता =>4
देख्छन्जङ्ंगल =>2
देख्छन्मन्दिर =>2
देख्छन्पुस्तकालय =>2
देख्छन्जतासु =>2
देख्छन्आफ्ना =>2
बुत्याए =>4
देख्छन्जङ्गल =>2
धमिराहरुसधैँ =>2
सावधानटिपर =>2
शक्तिवान =>1
हुन्छन्टिपर =>2
मुठभेड =>9
मचुल् =>2
टिपरहरुजहिले =>2
पेलिआए =>2
छन्तपाइँ =>2
पेलेर =>4
टिपरहरुशक्ति =>2
व्यापकता =>9
हुन्देवता =>2
टयाङ्कर =>3
उभाउँछन् =>2
बेच्छन्यी =>2
छेकिआए =>4
छेक्नु =>3
गुडान =>6
टयाँकरहरुयुद्धस्तर =>2
देख्छन्पिचिक् =>2
पेलिदिन =>2
एक्जाभेटर =>6
हिँड्छन्सहनेता =>2
बाह्रबुँदे =>2
हुन्समाजवादी =>2
बस्तीबस्ती =>2
लेकबेसी =>4
बनजंगलजताततै =>2
डोजरहरुप्रकृत =>2
भत्काएकाछन्निर्मित =>2
सकेअव =>3
पाटीपौवा =>5
छन्पहाड =>1
छन्तराइ =>1
मरुभूमीकरण =>2
डोजरहरुमुलुक =>2
सम्याइसकेअब =>1
भाग्यभविष्य =>2
डोजरहरुआज =>2
शक्तिमान् =>2
अगाडिजनता =>2
रहेनन्भो =>2
सावधानयसै =>2
भोकाउँछन् =>2
पेटसांसद =>2
पेटहिमाल =>2
नभरिने =>2
उदर =>2
कार्कीथाहा =>1
अपितु =>1
जितेनन् =>1
जोगिएनन् =>1
अहंमता =>2
एकलासे =>1
खन्डहर =>1
सोचनुस =>1
चुँडिए =>4
अट्टाहस =>1
डाइनसर =>1
मानवसमुदाय =>1
समूल =>2
रहनुहोस् =>3
मूर्दा =>5
आउनुअघि =>1
पूर्वअनुमान =>1
उल्का =>6
शङ्खघोष =>3
अपितुस्त्यतिखेर =>1
दुस्ख =>3
घिमिरेहरिया =>1
लपक् =>1
मेहेन्दी =>2
सलक्क =>2
चाउचाउझैँ =>1
बङ्ग्याई =>1
बर्बराउँदै =>2
बाटाभरि =>1
बाबाधाम =>2
खान्छौ =>8
ढर्रा =>4
नफस =>2
इपोसोड =>1
साथीका =>1
भाँच्चिने =>2
नाच्छौ =>1
पिँडौला =>1
गल्या =>1
गुरिया =>2
थुतुनो =>5
फनन्न =>1
घुमायो =>2
स्वाङ =>1
कोल्टेपरी =>1
ङ्याङ =>2
नाईं =>2
चाहिन्न =>4
नकस =>1
गोरुझैँ =>1
सत्सङ =>1
किरिम =>1
पोतिने =>1
पाण्डा =>12
बिर्सिसक्यौ =>1
नपर =>3
भत्किनै =>1
बिर्सेलान् =>1
नैवेद्य =>2
पाखण्डी =>3
बालगङ्गा =>1
ट्ठ =>1
समाजबाद =>1
पार्नसक्छन्टावर =>1
सक्छन्जोेर्नी =>1
भएकाछन्आफ्आफ्ना =>1
पुग्छ्न्धमिरा =>1
पछुताएकाछन्नीला =>1
पुगेकाछन् =>4
गणतन्त्रवादीछन्धमिरा =>1
फल्छन््धमिरा =>1
ध्मिरा =>1
देख्छन्् =>1
ट्रिपर =>1
शक्तिबान् =>1
छेकिआएकाछन् =>2
साबधान =>1
भत्काएकाछन् =>1
भत्काएकाछन्पहाड =>1
पारेकाछन्तराइ =>1
ढालेकाछन् =>1
सम्याइसकेअव =>1
भन्छन्ज्ति =>1
निचोर्दा =>1
वासनादार =>1
ड्याङ =>3
ओसिला =>1
झुत्ति =>1
मगमगाउँदो =>1
अलैँची =>2
रोक्यौ =>1
स्याहारे =>1
बेच्यौ =>1
चुपै =>1
नजन्मिए =>3
रोकिदेऊ =>1
भन्दातिमी =>1
थर्कायौ =>1
देखायौ =>1
जान्दछौँ =>1
बलशाली =>5
सहन्छौँ =>1
थुसिडाइडस् =>1
चराउँदै =>1
देऊपख =>1
कठ्याङ्ग्रिँदो =>1
देऊइजरायल =>1
स्याहारेर =>1
माइजू =>1
भाउजूहरुलाईअनि =>1
जोत्नेछौँ =>1
जिल्याउनेछौँ =>1
गोठै =>1
गोबरमल =>1
फलाउनेछौँ =>2
काँडादार =>1
इस्कुस =>1
मलिला =>1
बालाहरुकुनाकन्दरा =>1
लागिपठाउँने =>1
अमृतसरी =>1
मोतीसरी =>1
सिँचे =>1
स्वास्थ्यकर =>1
स्वादिला =>4
गन्र्दै =>1
खोपी =>6
टो =>2
झिसनिस =>1
भन्सा =>1
धाएर =>2
जुनिकिरी =>3
तडपि =>1
उपल्ला =>1
लावा =>3
लस्कार =>1
टाप्रे =>2
टिलपिल =>4
बिउँताउन =>1
सहनाई =>1
नर्सिङ्गा =>1
फुकी =>1
खोज्छन =>1
कुटीकुटी =>1
मणिपद्मे =>1
जपेर =>3
सुतीसुती =>2
फुक्नुपर्छ =>1
उठ्नुपर्छ =>2
पुरियो =>4
कोचिन =>1
होचो =>13
घोचो =>4
ओखतीमूलो =>1
ठोकिए =>3
बाँङगो =>1
बाँङ्गो =>1
